Tow Date,Make,Style,Model,Color,Plate,State,Towed to Address,Tow Facility Phone,Inventory Number
12/11/2024,OTTE,HH,,BLK,,IL,10300 S. Doty,(773) 568-8495,2978973
01/01/2025,FORD,LL,,BLK,EB32856,IL,701 N. Sacramento,(773) 265-7605,7110462
01/15/2025,BUIC,4D,,BLK,EN59001,IL,701 N. Sacramento,(773) 265-7605,7111797
01/03/2025,,,,BLK,,IL,10300 S. Doty,(773) 568-8495,2980499
01/12/2025,HOND,4D,,GRY,EQ31250,IL,701 N. Sacramento,(773) 265-7605,7111567
11/30/2024,NISS,LL,,GRY,983CNJ,IN,10300 S. Doty,(773) 568-8495,2978094
12/23/2024,JEEP,LL,,WHI,ET33303,IL,10300 S. Doty,(773) 568-8495,2979813
11/30/2024,FORD,4D,,BLU,CN69009,IL,10300 S. Doty,(773) 568-8495,2978092
01/18/2025,TOYT,4D,,GRY,,,701 N. Sacramento,(773) 265-7605,7112182
12/13/2024,FORD,4D,,BLK,596TYD,WI,701 N. Sacramento,(773) 265-7605,7108438
01/12/2025,MERZ,4D,,BLK,AD34405,IL,701 N. Sacramento,(773) 265-7605,7111602
12/13/2024,JEEP,LL,,BLK,DD19223,IL,701 N. Sacramento,(773) 265-7605,7108443
12/23/2024,JEEP,LL,,BLK,JCT6045,OH,701 N. Sacramento,(773) 265-7605,7109758
01/12/2025,HOND,4D,,SIL,CM47505,IL,701 N. Sacramento,(773) 265-7605,7111594
01/12/2025,HOND,4D,,GRY,HHH4799,OH,701 N. Sacramento,(773) 265-7605,7111596
12/25/2024,FORD,4D,,BLK,EK89820,IL,10300 S. Doty,(773) 568-8495,2979945
12/07/2024,KIA,VN,,SIL,,,10300 S. Doty,(773) 568-8495,2978755
01/12/2025,TOYT,4D,,WHI,DR52104,IL,701 N. Sacramento,(773) 265-7605,7111573
01/07/2025,CHEV,4D,,GRY,S990115,IN,701 N. Sacramento,(773) 265-7605,7111074
12/19/2024,BMW,LL,,WHI,CR43692,IL,10300 S. Doty,(773) 568-8495,2979480
12/02/2024,JEEP,LL,,WHI,EP59456,IL,701 N. Sacramento,(773) 265-7605,7106996
01/18/2025,TOYT,4T,,RED,EH79833,IL,701 N. Sacramento,(773) 265-7605,7112134
01/15/2025,MAZD,4D,,BLK,DN64142,IL,701 N. Sacramento,(773) 265-7605,7111800
11/30/2024,TOYT,4D,,WHI,EF78685,IL,10300 S. Doty,(773) 568-8495,2978091
01/04/2025,FORD,PK,,RED,7A120FF,IL,701 N. Sacramento,(773) 265-7605,7110723
01/17/2025,KIA,4D,,WHI,LXM567,IL,400 E. Lower Wacker,(312) 744-7550,0334307
12/17/2024,VOLK,4D,,GRY,,IL,701 N. Sacramento,(773) 265-7605,7109041
12/13/2024,SATR,LL,,TAN,280AC885,IL,701 N. Sacramento,(773) 265-7605,7108425
12/08/2024,GMC,VN,,MAR,EW50664,IL,10300 S. Doty,(773) 568-8495,2978835
12/13/2024,LAND,LL,,WHI,EJR2565,MI,701 N. Sacramento,(773) 265-7605,7108439
11/27/2024,CHEV,4D,,BLU,EE81810,IL,10300 S. Doty,(773) 568-8495,2978004
01/13/2025,BMW,4D,,BLK,Y738930,IL,10300 S. Doty,(773) 568-8495,2981125
12/25/2024,HOND,4D,,BLK,EN59093,IL,400 E. Lower Wacker,(312) 744-7550,0332897
12/13/2024,FORD,4D,,WHI,DA28523,IL,701 N. Sacramento,(773) 265-7605,7108440
01/04/2025,TOYT,4D,,BLK,DYM7818,MI,701 N. Sacramento,(773) 265-7605,7110777
01/21/2025,HOND,VN,,SIL,,IL,701 N. Sacramento,(773) 265-7605,7112431
12/13/2024,NISS,4D,,WHI,AR70298,IL,701 N. Sacramento,(773) 265-7605,7108428
12/23/2024,CADI,LL,,BLK,DH39255,IL,701 N. Sacramento,(773) 265-7605,7109756
12/23/2024,TOYT,4D,,SIL,FP257127,IL,701 N. Sacramento,(773) 265-7605,7109755
12/23/2024,HYUN,LL,,GRY,YLD843,NB,701 N. Sacramento,(773) 265-7605,7109757
12/13/2024,TOYT,4D,,BLK,EZ59789,IL,701 N. Sacramento,(773) 265-7605,7108429
12/13/2024,SUBA,LL,,WHI,9MQL384,CA,701 N. Sacramento,(773) 265-7605,7108437
11/27/2024,CHEV,4D,,WHI,EL44145,IL,701 N. Sacramento,(773) 265-7605,7106505
12/17/2024,CHEV,LL,TK,BLK,BW13841,IL,701 N. Sacramento,(773) 265-7605,7109042
12/13/2024,TOYT,SW,,GRY,BR42886,IL,701 N. Sacramento,(773) 265-7605,7108445
12/25/2024,JEEP,LL,,GRY,CW64696,IL,400 E. Lower Wacker,(312) 744-7550,0332899
11/27/2024,CHEV,4D,,GRY,DBA4727,GA,10300 S. Doty,(773) 568-8495,2978013
11/27/2024,LEXS,LL,,BLK,SNS3022,TX,10300 S. Doty,(773) 568-8495,2978006
12/13/2024,HOND,4D,,BLK,ASG9782,WI,701 N. Sacramento,(773) 265-7605,7108446
11/27/2024,BUIC,4D,,BLU,,,10300 S. Doty,(773) 568-8495,2978009
12/09/2024,PONT,4D,,GRY,CG41579,IL,10300 S. Doty,(773) 568-8495,2978894
12/15/2024,FORD,VN,,GRY,,IL,701 N. Sacramento,(773) 265-7605,7108953
12/23/2024,NISS,LL,,RED,EV38215,IL,701 N. Sacramento,(773) 265-7605,7109763
12/29/2024,TOYT,4D,,GRY,,IL,10300 S. Doty,(773) 568-8495,2980239
01/01/2025,AUDI,LL,,BLK,741DRR,IN,10300 S. Doty,(773) 568-8495,2980371
01/19/2025,DODG,4D,,MAR,,IL,701 N. Sacramento,(773) 265-7605,7112355
12/11/2024,HOND,4D,,DBL,AR89364,IL,701 N. Sacramento,(773) 265-7605,7108187
12/15/2024,TOYT,4D,,BLU,,IL,701 N. Sacramento,(773) 265-7605,7108952
12/25/2024,LEXS,4D,,WHI,KDR6960,NC,400 E. Lower Wacker,(312) 744-7550,0332900
01/18/2025,HYUN,LL,,GRY,FA97524,IL,701 N. Sacramento,(773) 265-7605,7112123
12/04/2024,OLDS,2D,,BLK,CW80094,IL,10300 S. Doty,(773) 568-8495,2978468
12/04/2024,CHEV,LL,,DBL,ASM1278,WI,701 N. Sacramento,(773) 265-7605,7107288
12/04/2024,FORD,4D,,BLU,,IL,10300 S. Doty,(773) 568-8495,2978466
12/11/2024,FORD,LL,,GRN,EV36698,IL,701 N. Sacramento,(773) 265-7605,7108186
12/20/2024,KIA,4D,,WHI,DM15517,IL,10300 S. Doty,(773) 568-8495,2979612
12/04/2024,CHRY,VN,,GRN,,IL,10300 S. Doty,(773) 568-8495,2978470
12/04/2024,HYUN,4D,,SIL,,IL,701 N. Sacramento,(773) 265-7605,7107290
01/15/2025,VOLK,4D,,GRY,,IL,10300 S. Doty,(773) 568-8495,2981193
12/20/2024,CHEV,LL,,WHI,DX75886,IL,10300 S. Doty,(773) 568-8495,2979613
12/20/2024,JEEP,LL,,BLK,DY48849,IL,10300 S. Doty,(773) 568-8495,2979615
12/11/2024,JAGU,2D,,RED,,IL,10300 S. Doty,(773) 568-8495,2978994
12/20/2024,FORD,LL,,GRY,,IL,701 N. Sacramento,(773) 265-7605,7109316
12/08/2024,BUIC,LL,,WHI,EC60090,IL,701 N. Sacramento,(773) 265-7605,7107750
12/04/2024,KIA,4D,,SIL,,IL,10300 S. Doty,(773) 568-8495,2978476
12/08/2024,TOYT,4D,,WHI,,,10300 S. Doty,(773) 568-8495,2978759
12/04/2024,TOYT,4D,,BLK,33771LY,IL,701 N. Sacramento,(773) 265-7605,7107295
12/04/2024,JEEP,LL,,MAR,EC74967,IL,10300 S. Doty,(773) 568-8495,2978461
12/04/2024,HOND,VN,,SIL,EH45343,IL,10300 S. Doty,(773) 568-8495,2978444
12/04/2024,HOND,LL,,BLK,BT36302,IL,10300 S. Doty,(773) 568-8495,2978442
01/21/2025,CHEV,4D,,SIL,FA44387,IL,10300 S. Doty,(773) 568-8495,2981514
12/11/2024,CHEV,VN,,MAR,BE23974,IL,701 N. Sacramento,(773) 265-7605,7108241
12/19/2024,INFI,LL,,BLK,EF32758,IL,10300 S. Doty,(773) 568-8495,2979484
12/23/2024,FORD,PK,TK,BLK,3324430B,IL,701 N. Sacramento,(773) 265-7605,7109759
12/23/2024,NISS,4D,,WHI,LOC454,KY,701 N. Sacramento,(773) 265-7605,7109762
12/11/2024,HYUN,4D,,BLU,ER54871,IL,10300 S. Doty,(773) 568-8495,2978976
12/13/2024,TOYT,VN,,WHI,AN9011,IN,701 N. Sacramento,(773) 265-7605,7108415
12/26/2024,JEEP,LL,,WHI,DV70822,IL,400 E. Lower Wacker,(312) 744-7550,0332902
12/23/2024,HOND,LL,,WHI,ED29172,IL,701 N. Sacramento,(773) 265-7605,7109764
01/09/2025,BUIC,4D,,TAN,CR45930,IL,10300 S. Doty,(773) 568-8495,2980848
12/02/2024,CHEV,4T,,BLU,13388AFT,WI,10300 S. Doty,(773) 568-8495,2978178
12/20/2024,,,,,EJ82411,IL,10300 S. Doty,(773) 568-8495,2979566
12/13/2024,AUDI,LL,,BLU,EH75129,IL,701 N. Sacramento,(773) 265-7605,7108390
12/29/2024,CHRY,VN,,LBL,,IL,10300 S. Doty,(773) 568-8495,2980243
12/13/2024,SUBA,4D,,GRY,,IL,10300 S. Doty,(773) 568-8495,2979066
01/11/2025,BUIC,LL,,GRY,EV78944,IL,400 E. Lower Wacker,(312) 744-7550,0333963
12/13/2024,ISU,PK,,WHI,166734F,IL,10300 S. Doty,(773) 785-9752,1727436
11/30/2024,ACUR,LL,,GRY,EN12092,IL,701 N. Sacramento,(773) 265-7605,7106646
01/21/2025,CHEV,4D,,GRY,268AC870,IL,10300 S. Doty,(773) 568-8495,2981513
01/04/2025,FORD,PK,,RED,,IL,10300 S. Doty,(773) 568-8495,2980526
12/29/2024,LEXS,LL,,BLK,E991120,IL,400 E. Lower Wacker,(312) 744-7550,0333186
12/04/2024,NISS,4T,,SIL,DB77697,IL,10300 S. Doty,(773) 568-8495,2978443
12/13/2024,BMW,4D,,WHI,Z779823,IL,701 N. Sacramento,(773) 265-7605,7108389
12/23/2024,HOND,LL,,GRY,DG58905,IL,701 N. Sacramento,(773) 265-7605,7109761
12/04/2024,TESI,LL,,BLK,57G962A,TX,10300 S. Doty,(773) 568-8495,2978445
12/23/2024,ACUR,4D,,BLK,8262WS,IL,701 N. Sacramento,(773) 265-7605,7109760
01/03/2025,JEEP,LD,,BLK,CQ95788,IL,701 N. Sacramento,(773) 265-7605,7110623
01/09/2025,HYUN,LL,,BLU,DC54170,IL,10300 S. Doty,(773) 568-8495,2980847
01/03/2025,HYUN,4D,,GRY,DV28734,IL,400 E. Lower Wacker,(312) 744-7550,0333523
01/12/2025,DODG,4D,,WHI,,IL,10300 S. Doty,(773) 568-8495,2981085
12/13/2024,HOND,4D,,GRY,AL44853,IL,701 N. Sacramento,(773) 265-7605,7108444
12/26/2024,TOYT,4D,,BLK,FA47862,IL,400 E. Lower Wacker,(312) 744-7550,0332913
11/23/2024,NISS,4D,,GRY,,IL,10300 S. Doty,(773) 568-8495,2977836
12/17/2024,AUDI,2D,,WHI,,,10300 S. Doty,(773) 568-8495,2979344
11/27/2024,INFI,4D,,GRY,,IL,701 N. Sacramento,(773) 265-7605,7106506
01/04/2025,HYUN,LL,,WHI,86BKZD,FL,10300 S. Doty,(773) 568-8495,2980528
01/09/2025,HOND,4D,,BLU,LPV631,IN,10300 S. Doty,(773) 785-9752,1727536
12/02/2024,FORD,2T,,BLK,CXW8106,GA,10300 S. Doty,(773) 568-8495,2978177
12/11/2024,MAZD,SW,,WHI,Z129722,IL,701 N. Sacramento,(773) 265-7605,7108242
01/13/2025,GMC,LL,,WHI,2277508B,IL,10300 S. Doty,(773) 568-8495,2981132
12/23/2024,VOLK,4D,,WHI,ET41853,IL,701 N. Sacramento,(773) 265-7605,7109769
01/15/2025,HOND,LL,,BLK,EJ98293,IL,10300 S. Doty,(773) 568-8495,2981194
01/13/2025,CHEV,4D,,RED,DT98041,IL,400 E. Lower Wacker,(312) 744-7550,0334099
12/11/2024,JEEP,LL,,GRY,V164982,IL,701 N. Sacramento,(773) 265-7605,7108246
12/26/2024,CHEV,4D,,BLK,CGU6585,WA,400 E. Lower Wacker,(312) 744-7550,0332908
12/05/2024,JEEP,LL,TK,RED,03572RF,MI,701 N. Sacramento,(773) 265-7605,7107304
01/17/2025,CHRY,4D,300,GRN,,IL,701 N. Sacramento,(773) 265-7605,7111922
01/13/2025,JEEP,4D,,WHI,TLT6126,NC,701 N. Sacramento,(773) 265-1846,1548713
12/11/2024,HYUN,4D,,GRY,EU34142,IL,701 N. Sacramento,(773) 265-7605,7108248
01/20/2025,FORD,4D,,SIL,,,10300 S. Doty,(773) 568-8495,2981485
12/11/2024,VOLK,4D,,GRY,S946973,IL,701 N. Sacramento,(773) 265-7605,7108245
12/05/2024,JEEP,LL,TK,WHI,BD73377,IL,701 N. Sacramento,(773) 265-7605,7107305
12/05/2024,BMW,4D,,WHI,EQ74707,IL,10300 S. Doty,(773) 568-8495,2978478
01/03/2025,MERC,4D,,BRO,EM55826,IL,10300 S. Doty,(773) 568-8495,2980501
01/20/2025,MINI,4H,,GRY,BW84302,IL,10300 S. Doty,(773) 568-8495,2981505
12/13/2024,KIA,LL,,BLU,CN13757,IL,701 N. Sacramento,(773) 265-7605,7108393
12/05/2024,KIA,LL,,SIL,CH55955,IL,701 N. Sacramento,(773) 265-7605,7107307
12/17/2024,CHEV,4D,,SIL,EL19635,IL,10300 S. Doty,(773) 568-8495,2979355
12/26/2024,CHEV,4D,,BLK,R189991,IL,400 E. Lower Wacker,(312) 744-7550,0332909
01/09/2025,NISS,4D,,WHI,FP123017,IL,10300 S. Doty,(773) 568-8495,2980850
01/09/2025,CHEV,VN,,GRN,EK49494,IL,10300 S. Doty,(773) 568-8495,2980854
12/23/2024,TOYT,4D,,GRY,EV79135,IL,701 N. Sacramento,(773) 265-7605,7109766
12/09/2024,HYUN,LL,,WHI,,IL,10300 S. Doty,(773) 568-8495,2978897
12/23/2024,FORD,4D,,GRN,EU19130,IL,701 N. Sacramento,(773) 265-7605,7109768
11/30/2024,TOYT,4D,,SIL,8PAY556,CA,701 N. Sacramento,(773) 265-7605,7106669
01/13/2025,VOLV,4D,,WHI,,IL,701 N. Sacramento,(773) 265-1846,1548717
01/13/2025,FORD,4D,,GRY,S678037,IL,701 N. Sacramento,(773) 265-1846,1548716
01/13/2025,,,,BLU,,IL,10300 S. Doty,(773) 568-8495,2981129
12/23/2024,CHEV,4D,,RED,CR46443,IL,10300 S. Doty,(773) 568-8495,2979810
12/11/2024,BMW,4D,,BLK,NIX399,IN,10300 S. Doty,(773) 568-8495,2978997
01/13/2025,GMC,PK,,GRY,2478744B,IL,701 N. Sacramento,(773) 265-1846,1548711
11/30/2024,CHRY,4D,,BLK,EZ40985,IL,10300 S. Doty,(773) 568-8495,2978097
01/09/2025,FORD,PK,,WHI,57856GB,IL,10300 S. Doty,(773) 785-9752,1727535
12/05/2024,SUBA,LL,,GRY,Z619222,IL,701 N. Sacramento,(773) 265-7605,7107317
01/13/2025,DODG,4D,,BLK,,IL,701 N. Sacramento,(773) 265-1846,1548710
12/11/2024,JEEP,LL,,BLK,EG47085,IL,10300 S. Doty,(773) 568-8495,2978999
12/26/2024,TOYT,LL,,SIL,EX25026,IL,701 N. Sacramento,(773) 265-7605,7109891
12/19/2024,HOND,4T,,BLU,DT68240,IL,701 N. Sacramento,(773) 265-7605,7109246
12/05/2024,KIA,4T,,SIL,EW52792,IL,10300 S. Doty,(773) 568-8495,2978504
12/23/2024,HOND,LL,,GRN,EJ76280,IL,701 N. Sacramento,(773) 265-7605,7109767
12/08/2024,DODG,4D,,SIL,ED44022,IL,701 N. Sacramento,(773) 265-7605,7107767
11/30/2024,FORD,PK,,BLK,TSW6497,VA,701 N. Sacramento,(773) 265-7605,7106678
01/17/2025,HOND,LL,,BLK,EL38991,IL,10300 S. Doty,(773) 568-8495,2981280
12/26/2024,JEEP,LL,,BLU,EZ90392,IL,701 N. Sacramento,(773) 265-7605,7109890
01/07/2025,TOYT,VN,,LGR,DY31623,IL,Chicago O'hare International Airport remote lot E.,(312) 746-6350,416472
01/03/2025,DODG,4D,,BLK,,IL,10300 S. Doty,(773) 568-8495,2980502
12/08/2024,NISS,SW,,BLU,EH59213,IL,701 N. Sacramento,(773) 265-7605,7107773
01/15/2025,HOND,4D,,SIL,BE39405,IL,701 N. Sacramento,(773) 265-7605,7111823
01/04/2025,FORD,LL,,BLK,DP94218,IL,701 N. Sacramento,(773) 265-7605,7110772
12/26/2024,INFI,4D,,BRZ,,IL,10300 S. Doty,(773) 568-8495,2979946
12/17/2024,HYUN,LL,,BLK,CD82130,IL,701 N. Sacramento,(773) 265-7605,7109062
12/30/2024,CHEV,4D,,BLK,,IL,10300 S. Doty,(773) 568-8495,2980252
01/03/2025,DODG,4D,,GRY,,IL,10300 S. Doty,(773) 568-8495,2980507
01/03/2025,DODG,2D,,BLK,EW54216,IL,10300 S. Doty,(773) 568-8495,2980504
11/30/2024,MERZ,LL,,SIL,DL3124AN,IL,10300 S. Doty,(773) 568-8495,2978103
12/10/2024,HYUN,4D,,BLK,ER38145,IL,10300 S. Doty,(773) 568-8495,2978901
12/30/2024,HOND,4D,,BLU,Q961804,IL,400 E. Lower Wacker,(312) 744-7550,0333201
01/20/2025,CHEV,PK,,BGE,,IL,10300 S. Doty,(773) 568-8495,2981497
01/19/2025,CHEV,LL,TK,BLU,EM40248,IL,10300 S. Doty,(773) 568-8495,2981415
12/05/2024,CHEV,LL,,BLK,EZ12789,IL,10300 S. Doty,(773) 568-8495,2978519
01/15/2025,HOND,4D,,BLK,341CYV,IN,701 N. Sacramento,(773) 265-7605,7111825
01/09/2025,NISS,4D,,WHI,EU12340,IL,10300 S. Doty,(773) 568-8495,2980851
12/26/2024,TOYT,4D,,BLU,EP46484,IL,400 E. Lower Wacker,(312) 744-7550,0332917
01/20/2025,CADI,LL,TK,GRY,DJ33944,IL,10300 S. Doty,(773) 568-8495,2981473
01/13/2025,TOYT,4D,,WHI,,IL,10300 S. Doty,(773) 568-8495,2981131
12/26/2024,LEXS,LL,,GRY,BD78398,IL,10300 S. Doty,(773) 568-8495,2979947
12/09/2024,BUIC,LL,,WHI,EM93202,IL,10300 S. Doty,(773) 568-8495,2978895
01/07/2025,DODG,SW,,SIL,ET79487,IL,701 N. Sacramento,(773) 265-1846,1548689
12/13/2024,HOND,4D,,SIL,EF75225,IL,701 N. Sacramento,(773) 265-7605,7108397
12/10/2024,DODG,LL,,BLK,,IL,10300 S. Doty,(773) 568-8495,2978902
12/05/2024,CHEV,4T,,BLK,BR59183,IL,10300 S. Doty,(773) 568-8495,2978500
12/05/2024,HOND,4T,,SIL,BQ80200,IL,701 N. Sacramento,(773) 265-7605,7107320
01/13/2025,,,,BLK,,IL,10300 S. Doty,(773) 568-8495,2981128
12/20/2024,FORD,4D,,SIL,,IL,10300 S. Doty,(773) 568-8495,2979618
12/10/2024,VOLK,4D,,BLK,377DMB,IN,10300 S. Doty,(773) 568-8495,2978900
01/13/2025,MERC,4D,,BLU,,IL,701 N. Sacramento,(773) 265-1846,1548712
12/23/2024,HOND,4D,,BLK,CR96857,IL,701 N. Sacramento,(773) 265-7605,7109773
12/16/2024,MERC,4D,,WHI,DT76815,IL,701 N. Sacramento,(773) 265-7605,7108959
12/13/2024,HOND,SW,,GRY,BDE044,MI,701 N. Sacramento,(773) 265-7605,7108448
12/10/2024,GMC,LL,,SIL,EZ74312,IL,701 N. Sacramento,(773) 265-7605,7108086
12/20/2024,INFI,LL,,WHI,,IL,10300 S. Doty,(773) 568-8495,2979616
12/10/2024,TOYT,4D,,GRY,FB43109,IL,10300 S. Doty,(773) 568-8495,2978906
12/19/2024,LEXS,4D,,BLU,DZ55509,IL,701 N. Sacramento,(773) 265-7605,7109215
12/20/2024,TOYT,4D,,BLK,,IL,701 N. Sacramento,(773) 265-7605,7109318
12/19/2024,INFI,LL,,BLK,Q681527,IL,10300 S. Doty,(773) 568-8495,2979488
01/15/2025,TOYT,2D,,MAR,EV14973,IL,701 N. Sacramento,(773) 265-1846,1548730
12/10/2024,CHEV,4D,,GLD,,IL,10300 S. Doty,(773) 568-8495,2978904
12/23/2024,NISS,4D,,SIL,DF93798,IL,701 N. Sacramento,(773) 265-7605,7109772
12/23/2024,NISS,LL,,GRY,CM44127,IL,701 N. Sacramento,(773) 265-7605,7109770
12/11/2024,KIA,4D,,SIL,DQ12403,IL,701 N. Sacramento,(773) 265-7605,7108249
12/26/2024,VOLK,LL,,WHI,LDBA26,FL,400 E. Lower Wacker,(312) 744-7550,0332918
01/10/2025,VOLK,4D,,GRY,EP89848,IL,701 N. Sacramento,(773) 265-7605,7111227
12/17/2024,VOLK,LL,,GRY,DV76229,IL,701 N. Sacramento,(773) 265-7605,7109069
11/30/2024,CHEV,LL,TK,RED,430ECC,IN,10300 S. Doty,(773) 568-8495,2978109
12/26/2024,KIA,LL,,BLU,Y38SZK,NJ,10300 S. Doty,(773) 568-8495,2979948
01/15/2025,JEEP,LL,,BLU,CC30553,IL,10300 S. Doty,(773) 568-8495,2981210
12/10/2024,AUDI,4D,,BLK,EP62746,IL,10300 S. Doty,(773) 568-8495,2978905
12/10/2024,TOYT,4D,,SIL,EL59713,IL,701 N. Sacramento,(773) 265-7605,7108089
12/13/2024,CHEV,PK,TK,SIL,2883328B,IL,701 N. Sacramento,(773) 265-7605,7108449
12/09/2024,HOND,4D,,TAN,,IL,10300 S. Doty,(773) 568-8495,2978839
01/04/2025,MITS,4D,,SIL,EQ85852,IL,701 N. Sacramento,(773) 265-7605,7110780
12/02/2024,FORD,4D,,SIL,DX49124,IL,10300 S. Doty,(773) 568-8495,2978161
12/10/2024,FORD,PK,,WHI,176543F,IL,10300 S. Doty,(773) 568-8495,2978908
12/10/2024,INFI,4D,,WHI,,IL,701 N. Sacramento,(773) 265-7605,7108090
12/10/2024,PONT,4D,,GRY,CM65726,IL,10300 S. Doty,(773) 568-8495,512609
12/02/2024,FORD,4D,,SIL,ES75465,IL,10300 S. Doty,(773) 568-8495,2978160
12/10/2024,FORD,4D,,BLU,T464PR,UT,701 N. Sacramento,(773) 265-7605,7108088
01/09/2025,TESL,LL,,RED,,,10300 S. Doty,(773) 568-8495,2980855
01/04/2025,CHEV,4D,,RED,BX21895,IL,701 N. Sacramento,(773) 265-7605,7110785
01/04/2025,HOND,4D,,BLU,DA17408,IL,701 N. Sacramento,(773) 265-7605,7110784
01/09/2025,CHEV,4D,,BLU,,,701 N. Sacramento,(773) 265-7605,7111210
12/02/2024,SAA,4D,,GRY,,IL,10300 S. Doty,(773) 568-8495,2978162
12/05/2024,FORD,VN,,WHI,184938C,IL,10300 S. Doty,(773) 568-8495,2978505
12/11/2024,FORD,PK,RNG,RED,,IL,10300 S. Doty,(773) 568-8495,2979009
12/11/2024,MAZD,4D,,RED,DZ54089,IL,701 N. Sacramento,(773) 265-7605,7108258
12/11/2024,CHEV,4D,,BLU,,IL,701 N. Sacramento,(773) 265-7605,7108256
01/17/2025,SUBA,4D,,GRY,KTU5414,NY,400 E. Lower Wacker,(312) 744-7550,0334023
01/17/2025,HYUN,4D,ELN,WHI,DT76650,IL,701 N. Sacramento,(773) 265-7605,7111931
12/23/2024,TOYT,4D,,GRY,DW71882,IL,701 N. Sacramento,(773) 265-7605,7109775
12/05/2024,HOND,4D,,GRY,CUBSN4,IL,701 N. Sacramento,(773) 265-7605,7107358
12/20/2024,HOND,LL,,GRN,,IL,701 N. Sacramento,(773) 265-7605,7109319
01/17/2025,TOYT,4D,CAM,BLK,EH68117,IL,701 N. Sacramento,(773) 265-7605,7111935
01/17/2025,CHEV,PK,,GRY,2093861B,IL,701 N. Sacramento,(773) 265-7605,7111934
01/19/2025,VOLK,4D,,RED,,IL,701 N. Sacramento,(773) 265-7605,7112369
12/18/2024,TOYT,4D,,WHI,EG47688,IL,701 N. Sacramento,(773) 265-7605,7109140
01/11/2025,FORD,4D,,BLU,ET83744,IL,701 N. Sacramento,(773) 265-7605,7111335
12/26/2024,HOND,4D,,GRY,,IL,701 N. Sacramento,(773) 265-7605,7109893
12/02/2024,MERZ,4D,,WHI,ED93464,IL,10300 S. Doty,(773) 568-8495,2978217
12/23/2024,BUIC,LL,,BLK,DQ70347,IL,701 N. Sacramento,(773) 265-7605,7109776
12/17/2024,CHEV,PK,,SIL,,,10300 S. Doty,(773) 568-8495,2979351
01/17/2025,MERZ,4D,,GRY,,IL,701 N. Sacramento,(773) 265-7605,7111933
12/23/2024,HOND,4D,,BLK,EE45595,IL,701 N. Sacramento,(773) 265-7605,7109778
01/11/2025,VOLV,4D,,BLU,EL15943,IL,701 N. Sacramento,(773) 265-7605,7111290
12/16/2024,DODG,PK,,WHI,3641689B,IL,701 N. Sacramento,(773) 265-7605,7108962
12/23/2024,HOND,4D,,BLK,194106EN,IL,701 N. Sacramento,(773) 265-7605,7109779
01/17/2025,CHEV,LL,,GRY,CA96037,IL,701 N. Sacramento,(773) 265-7605,7111936
12/23/2024,HYUN,4D,,GRY,BAH31C,AR,701 N. Sacramento,(773) 265-7605,7109777
12/23/2024,HYUN,4D,,BLK,CGC129,MS,10300 S. Doty,(773) 568-8495,2979834
12/23/2024,JEEP,LL,,RED,DK91355,IL,701 N. Sacramento,(773) 265-7605,7109774
12/26/2024,JEEP,LL,,SIL,EV74883,IL,701 N. Sacramento,(773) 265-7605,7109894
12/23/2024,HYUN,4D,,GRY,CF58994,IL,701 N. Sacramento,(773) 265-7605,7109783
01/04/2025,CHEV,4D,,WHI,DQ34496,IL,701 N. Sacramento,(773) 265-7605,7110787
12/26/2024,NISS,4D,,SIL,UDMAN1,IL,10300 S. Doty,(773) 568-8495,2979949
12/26/2024,BUIC,4D,,RED,EU17362,IL,10300 S. Doty,(773) 568-8495,2979954
12/23/2024,FORD,PK,TK,BLK,3271359B,IL,701 N. Sacramento,(773) 265-7605,7109781
12/10/2024,HYUN,4T,,BLK,EN74954,IL,10300 S. Doty,(773) 568-8495,2978922
12/23/2024,ACUR,LL,,WHI,EU33540,IL,701 N. Sacramento,(773) 265-7605,7109782
12/26/2024,TOYT,4D,,GRY,ES58123,IL,701 N. Sacramento,(773) 265-7605,7109914
12/23/2024,TOYT,4D,,SIL,KFJ9918,OH,701 N. Sacramento,(773) 265-7605,7109780
12/26/2024,CHEV,4D,,SIL,ET77903,IL,701 N. Sacramento,(773) 265-7605,7109895
12/11/2024,KIA,4D,,WHI,,IL,701 N. Sacramento,(773) 265-7605,7108259
12/11/2024,LNDR,LL,,BLK,JUF2759,OH,701 N. Sacramento,(773) 265-7605,7108261
12/11/2024,NISS,4D,ALT,SIL,,IL,701 N. Sacramento,(773) 265-7605,7108260
01/17/2025,GMC,LL,YUK,SIL,,IL,701 N. Sacramento,(773) 265-7605,7111930
12/16/2024,LINC,4D,,BLU,,,701 N. Sacramento,(773) 265-7605,7108961
12/18/2024,TOYT,4D,,,EM22727,IL,701 N. Sacramento,(773) 265-7605,7109163
12/09/2024,FORD,4D,,RED,,IL,10300 S. Doty,(773) 568-8495,2978840
12/23/2024,FORD,LL,,GRY,Q624854,IL,701 N. Sacramento,(773) 265-7605,7109784
12/11/2024,TOYT,4D,,BLU,EW29453,IL,701 N. Sacramento,(773) 265-7605,7108263
12/26/2024,KIA,4D,,RED,,IL,10300 S. Doty,(773) 568-8495,2979950
01/20/2025,CHRY,4D,,GRY,EU51905,IL,10300 S. Doty,(773) 568-8495,2981471
12/18/2024,TOYT,4D,,BLK,EL47160,IL,701 N. Sacramento,(773) 265-7605,7109165
12/09/2024,MERC,4D,,BGE,010140A8,IL,701 N. Sacramento,(773) 265-7605,7107966
